stt,thoigian,giaphong,dientich,diachi,chitiet
2848,Tin môi giới đăng 4 tuần trước,3 triệu/tháng- 25 m2,25 m²,"15D/2 ngõ 14, Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội","*** Cho thuê phòng trọ tại trung tâm quận Đống Đa; khu vực Hồ Đắc Di
- Nhà riêng trong ngõ; xây 4,5 tầng; có phòng tầng 3, tầng 4
- Phòng rộng 20-25m2; cửa sổ to thoáng; có đủ điều hòa; nóng lạnh, giường; tủ;
- Khách thuê có thể vào ở ngay.
- Nhà cho thuê; không ở cùng chủ; Giờ giấc tự do thoải mái
- Cách đường lớn 50m2; tiện đi ra chợ hoặc đi lên phố.
- Giá thuê: Có phòng 3Tr- 3tr5
- LH:"
2843,Tin môi giới đăng 4 tuần trước,3 triệu/tháng- 25 m2,25 m²,"51D/2 ngõ 46, Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","cho thuê Phòng đẹp gần BV Việt Pháp- Bạch Mai 
Địa chỉ: Ngõ 46 Phương Mai; tọa lạc trong khu vực đông đúc nhộn nhịp của quận Đống Đa; gần Bệnh viện bạch Mai; Việt Pháp
Gần khu chợ Phương Mai; có nhiều quán ăn ngon
Nhà riêng chủ; giờ giấc tự do; phòng tầng 3 và tầng 2
Giá thuê là 3tr và 4tr
Khép kín đủ đồ điều hòa; giường; đệm; tủ quần áo;
Điện 3,5k 1 số; nước 100k 1 tháng; wifi tốc độ cao 100k 1 phòng
Xin mời các bạn qua xem!"
2844,Tin cá nhân đăng 4 tuần trước,"3,3 triệu/tháng- 30 m2",30 m²,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Có sẵn giường, tủ, điều hoà.
Chia làm 2 phòng rộng rãi có ban công, view đường.
Có khu bếp, vệ sinh khép kín, phòng mới. 
Gần bến xe, công viên, tttm, thuận tiện đi lại"
2845,Tin cá nhân đăng 4 tuần trước,"1,8 triệu/tháng- 18 m2",18 m²,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",cần tìm phòng trọ khép kín có chỗ để xe nấu ăn và giờ giấc tự do thoải mái
2847,Tin cá nhân đăng 4 tuần trước,"2,3 triệu/tháng- 20 m2",20 m²,"Đường Lámg, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Phòng đủ đồ cơ bản ạ: Điện: 3.5k, nước 80k 
giờ giấc tự do không trung chủ"
2840,Tin môi giới đăng 4 tuần trước,"1,5 triệu/tháng- 20 m2",20 m²,"17 ngõ 180, Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Phòng trọ khép kín 20m2 thoáng mát yên tĩnh ngõ rộng, có nhà xe riêng, gần khu đô thị Vinhomes Smart city, Siêu thị Vinmark, Trường tiểu học, trường mẫu giáo...
 * Mô tả chi tiết:
- Tầng 1: Phòng khép kín rộng 20m2 (vệ sinh ốp lát sạch sẽ), có gác xép để đồ và ngủ rộng khoảng 10m2. Giá thuê: 1800k/phòng
- Tầng 2: Phòng khép kín rộng 20m2 (vệ sinh ốp lát sạch sẽ), có gác xép để đồ đạc và có ban công thoáng mát. Giá thuê: 1.500k/phòng.
- Tầng 3: Phòng khép kín rộng 20m2 (vệ sinh ốp lát sạch sẽ), có gác xép để đồ đạc và có ban công thoáng mát. Giá thuê: 1.300k/phòng.
+ Khu phòng trọ có chỗ để xe riêng
+ Phí sinh hoạt và dịch vụ: theo đơn giá nhà nước
- Đối tượng thuê: Công nhân viên chức, sinh viên, vợ chồng trẻ...
- Liên hệ: Anh Mạnh"
2850,Tin cá nhân đăng 3 tháng trước,"4,7 triệu/tháng- 35 m2",35 m²,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Địa chỉ số 1 ngõ 96b đương la thành phường ô chợ dừa hà nội.tức số nhà 71a ngõ cẩm văn

P501 S35m2 khép kín trong p có giương tủ quần áo nóng lạnh hút mùi điều hoà tu lanh vs khép kín bàn kế ăn

Chỗ để xe rộng có bảo vệ thang máy camera an ninh tốt gần chợ trung tâm
Gần tôn đưc thắng hào nam xã dsan
giá cho thuê 4tr7/tháng thanh toán linh hoạt

Chính chủ cho thuê xem p miễn phí 
Chấp nhận câc bạn môi giới dẫn khách có hh"
2851,Tin môi giới đăng 4 tuần trước,"3,8 triệu/tháng- 28 m2",28 m²,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","*Nhà mình hiện có 1 phòng trống do có bạn vừa chuyển công tác vào Sài Gòn. (Xem ảnh).
Phòng rộng rãi, ban công rộng rãi, nhiều ánh sáng, thoáng mát.
28m2, khép kín sạch sẽ sáng thoáng. 

*Nội thất: 
+ Giường, tủ, bàn ghế. 
+ Tủ lạnh, bếp, nóng lạnh đầy đủ. 
+ THANG MÁY Nhật Bản.
+ Khu phơi đồ được thiết kế kính chịu lực đảm bảo không sợ mưa gió mà vẫn hút được nhiều ánh sáng và gió trời giúp cho quần áo nhanh khô.

Nhà ở riêng, không chung chủ, giờ giấc thoải mái. 
+ Hệ thống Camera.
+ Hệ thống Internet.
+ Khóa vân tay đảm bảo an ninh tuyệt đối."
2856,Tin môi giới đăng 4 tuần trước,"4,5 triệu/tháng- 30 m2",30 m²,"Đường Phùng Khoang, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","👏👏👏 NHÀ MỚI XÂY- PHÒNG MỚI TINH 👏

🐹 Địa chỉ: 401 XUÂN ĐỈNH- 205 XUÂN ĐỈNH 
                    89 LÊ ĐỨC THỌ
                    ĐỖ ĐỨC DỤC- MỄ TRÌ HẠ 
                    219 PHÙNG KHOANG
                    121 NGÔ THÌ SỸ
                    ĐẠI LINH- TRUNG VĂN 
                    233A YÊN XÁ 
                    772 KIM GIANG 

💁‍♀️ Tiện ích cực kỳ:
☝️Gần các trường Đại học như Hà Nội, Nội Vụ, Thăng Long...
✌️Gần chợ, gần vinmart, gần bus, gần đường lớn tiện đi lại...
🤟 Không chung chủ, khóa vân tay, giờ giấc tự do 

🤷‍♀️ PHÒNG FULL RẤT NHANH, NHANH TAY KHÔNG HẾT 

🫐🫐🫐 Đặc biệt: giá ưu đãi, mềm mại chỉ từ 3TR 

Liên hệ: 0981.326.531 ( Nhi xinh) để xem phòng"
2853,Tin môi giới đăng 3 ngày trước,"4,5 triệu/tháng- 30 m2",30 m²,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","1-Tòa nhà 7 tầng số 20 ngõ 196 phố cầu giấy, mới hoàn thiện xong
- *. Vị trí tiện ích:
Tòa nhà nằm gần mặt đường Nguyễn văn Huyên kéo dài, cách đường Cầu giấy 30m,được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT: 250m2 để xe rộng rãi. Giao thông đi lại thuận tiện và 6 tầng trên là các căn hộ chung cư mini cho thuê.
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học quốc tế từ mầm non đến trung học, đại học quanh khu vực cầu giấy...
*. Thiết kế 03 loại diện tích: 27m2, 35m2, 42m2 với phong cách hiện đại, tiện dụng.
- 1 phòng ngủ riêng biệt: Điều hòa 02 chiều, giường, tủ quần áo, sàn gỗ...
- 1 Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt, có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh, thiết bị vệ sinh Inax.
- Tòa nhà được lắp camera an ninh, đảm bảo, bảo vệ 24/24h.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy, truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao...
- Căn hộ có cửa sổ thoáng mát, chỉ việc xách va li đến ở.
*. Giá cả:
- Giá phòng từ :4.500.000 -5.000.000 đ - 5.500.000 đ /tháng.
- Điện tính theo giá hộ gia đình, 3000 đ/ kw.
- Rất Phù hợp với người đi làm, hộ gia đình trẻ, công tác, du lịch, học tập,...
Hãy tiết kiệm thời gian quý báu của chính các bạn bằng cách nhấc máy lên và gọi ngay tôi.
Địa chỉ: Số 20 ngõ 196 đường Cầu giấy"
2859,Tin môi giới đăng 4 tuần trước,"1,5 triệu/tháng- 15 m2",15 m²,"SN 182a/15 ngõ 97 trần quý kiê, Đường Trần Quý Kiên, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","SN 182a/15 ngõ 97 trần quý kiên có p 1tr5  1tr9 2tr6/t khép kín ở luôn,điện nước giá rẻ,cap net tốc độ cao,thoáng,cửa sổ to,phù hợp cho sinh viên,người đi làm cùng ở,có giường ngủ,căn to có cả nóng lạnh,điều hoà nhé,điện nước giá rẻ,phù hợp cho sinh viên,người lao động đi làm,đi grap nhé,có giường ngủ,cách buýt 200m,khú dân trí cao,có phòng 15m2 và 17m2 21m2khép kín,"
2858,Tin môi giới đăng 4 tuần trước,"1,3 triệu/tháng- 15 m2",15 m²,"Ngõ 36c/10 SN 104e thành thái, thành thái, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Ngõ 36c/10 SN 104e thành thái trần thái tông 1tr3 2tr2 3tr/t Diện tích : 15m2 - 17m2 & 22m2 Các phòng sạch thoáng, không chung chủ. Phòng có cửa sổ lớn. Có chỗ để xe an ninh tốt. Nấu ăn tại phòng. Trong phòng có giường, quạt, nóng lạnh. Phòng to có cả điều hoà. Trả tiền thuê theo tháng. Điện thoại trước khi đến"
2852,Tin môi giới đăng 4 ngày trước,"2,6 triệu/tháng- 15 m2",15 m²,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","+ Khuyến Mại 500k tháng đầu cho anh chị em thuê hợp đồng lâu dài.
+ Mình còn trống phòng như hình ở ngay lối vào bảo tàng HCM.Đi ra BX Yên Nghĩa 100m.
+ Riêng chủ, giờ giấc tự do, an ninh tốt.
+ Nội thất: giường, tủ quần áo, bàn ghế, điều hòa, nóng lạnh, máy giặt, có chỗ nấu ăn riêng.
+ Mình còn phòng giá 2tr6 và 2tr8."
2855,Tin môi giới đăng 4 tuần trước,"1,7 triệu/tháng- 17 m2",17 m²,"Ngõ 20a/100 đại la SN 136 1tr7, Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Ngõ 20a/100 đại la SN 136 1tr7 2tr3 – 2tr8/t khép kín,DT : 15m2 17m2 và 21m2 có sẵn tủ, giường, nóng lạnh, điều hòa,phòng nhỏ k có nóng lạnh,điều hoà, thanh toán từng tháng, có chỗ để xe và nấu ăn, điện 3,5k/số, nước 90k/người, nhà cách buyt 200m,gần nhiều công ty,trường học."
2857,Tin môi giới đăng 4 tuần trước,"1,4 triệu/tháng- 15 m2",15 m²,"SN 31a/20 tương mai ngõ 100  1, Đường Tương Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","SN 31a/20 tương mai ngõ 100  1tr4 2tr 3tr DT : 15m2 và 16m2 - 20 m2 ở 1 hoặc 2 hoặc 3 đều ok nhé người Phòng to 2,5-3tr có đày đủ điều hòa; giường, tủ Nhà riêng chủ giờ giấc thoải mái an ninh tốt; điện 3,5k 1 số; nước 90k 1 tháng"
2854,Tin cá nhân đăng 3 ngày trước,"1,5 triệu/tháng- 110 m2",110 m²,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","🤫CHO THUÊ HOMESTAY #r00mate GIÁ CHỈ TỪ 1,500,000
🤥 Chỉ xách quần áo đến, ở phòng #trọn_gói_tất_cả_tiện_ích: Điện nước, nóng lạnh, wifi, máy giặt, điều hòa...
🔴 Địa chỉ: Chung cư C14 Bắc Hà, Nam Từ Liêm. Gần BigC Hà Đông, gần các trường ĐH Hà Nội, Kiến trúc, HV Bưu chính...
✅ Không giới hạn thời gian ra-vào, không chung chủ, giá phòng cam kết cố định. Bạn sẽ không phải “đau đầu” khi mỗi tháng phải chốt số điện, chốt sổ nước, tiền wifi...
✅ Tối ưu không gian sống, #r00mate mang đến trải nghiệm tiện lợi với: Giường cá nhân, tủ an toàn, bàn làm việc, bếp từ 2 mặt, xoong nồi…Và bạn có thể ở ngay gần nơi bạn học hay làm việc.

🎯 Với hàng nghìn người đang ở, homestay đang là minh chứng cho sự lựa chọn thông minh, đáng tin cậy của những người trẻ đang sinh sống và học tập tại Hà Nội.
🎁 ƯU ĐÃI TRONG THÁNG NÀY CHO 5 BẠN ĐẦU TIÊN Ở TẠI #r00mate_BẮC_HÀ:
- Tặng 500.000VND khi đăng ký 2 người.
- Tặng 600.000VND khi đăng ký 4 người.

🔴 Hãy đăng ký ngay trong hôm nay để nhận ưu đãi bạn nhé!!
📞 Liên hệ HOTLINE: - Mr. Tuấn"
2861,Tin cá nhân đăng 4 tuần trước,"3,6 triệu/tháng- 32 m2",32 m²,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội","CHO THUÊ PHÒNG TRỌ KHÉP KÍN TẠI HÀ ĐÔNG

* Diện tích 32m2
* Trang bị đầy đủ điều hòa, nóng lạnh, kệ bếp, WC khép kín, cửa sổ thông thoáng
* Có chỗ để xe T1 và sân phơi đồ miễn phí, giờ giấc thoải mái không chung chủ
* Điện nước giá dân
* Địa chỉ tại Nguyễn Văn Trỗi, Hà Đông"
2862,Tin cá nhân đăng 4 tuần trước,"2,3 triệu/tháng- 15 m2",15 m²,"ngõ 105, Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Vui lòng gọi, inbox hoặc zalo 

phòng cho thuê tại Doãn Kế Thiện, thông sang ngõ 66 Hồ Tùng Mậu (gần trường sân khấu điện ảnh, đh thương mại, gần đh quốc gia, đh ngoại ngữ, đh sư phạm, đh điện lực, cđ bách khoa, cđ FPT...) 

✅ Phòng tầng 1: 2tr5, 12m2, vệ sinh riêng, giường, tủ, điều hòa, nóng lạnh,máy giặt 

✅ Phòng Tầng 2: 2tr3, 15m2, chung vệ sinh rộng sạch đẹp, điều hòa, nóng lạnh, tủ, sàn gỗ, máy giặt 

✅ Thoáng mát, sạch sẻ. Giờ giấc thoải mái, không chung chủ.
🌟Để xe free tầng 1, camera an ninh, wifi.
✅Điện 3800 số, nước 100k người, nét 100k phòng, vệ sinh 15k người, xạc xe điện 50k chiếc, điện chung 40k người(điện máy giặt, hành lang, cầu thang, nhà xe...)"
2864,Tin cá nhân đăng 4 tuần trước,4 triệu/tháng- 20 m2,20 m²,"ngõ 250 Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","- giường 1m6, có ga trai, gối, vỏ chăn
- điều hoà, nóng lạnh, wifi, kệ bếp, bếp từ, cây phơi đồ, bàn ghế, tủ quần áo
- free chỗ để xe, nước sinh hoạt( 2 người), wifi
- gần ngã tư sở, royal city, các trường đại học HÀ NỘI, KHXH VÀ NHÂN VĂN, ...
- giao thông thuận tiện đi vào khu trung tâm
- ngõ rộng( ô tô đi lại), khu vực an ninh"
2869,Tin môi giới đăng 4 tuần trước,"5,3 triệu/tháng- 30 m2",30 m²,"ngõ 86 tô vĩnh diện, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","😊 Vị trí :Ô tô đỗ cửa, vị trí cực đẹp

❤️❤️❤️❤️  Nhà tôi có căn hộ cao Cấp Sala- ( không qua môi giới) mới xây xong ---nguyên zin 100% 

❤️❤️❤️ Ngõ 86 Tô Vĩnh Diện---Hà Nội còn phòng 30m2 như video giá 5tr3
   --- giá rẻ 🤝 đẹp chất lượng)

❤️❤️❤️ Full nội thất đầy đủ tiện nghi: Giường- điều hoà,cửa sổ- rèm cửa thoáng mát,tủ quần áo, tủ giày, tủ bếp- bồn rửa,máy giặt chung,bàn ghế sofa( đối với phòng to) , có thể thêm tủ lạnh,máy giặt tuỳ yêu cầu của khách
 ( nói chung k thiếu thứ gì,...) 

❤️❤️❤️ wc khép kín,có nóng lạnh,vòi hoa sen,...

❤️❤️❤️ k chung chủ, giờ giấc thoải mái, an ninh tốt
 
 zalo hoặc ib trực tiếp)
( ấn vào để xem hết album)"
2865,Tin cá nhân đăng 4 tuần trước,"1,2 triệu/tháng- 11 m2",11 m²,"59 thịnh hào 1, Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",cho thuê phòng trọ số 59 Thịnh hào 1đường Tôn Đức Thắng
2863,Tin môi giới đăng 4 tuần trước,"2,5 triệu/tháng- 20 m2",20 m²,"số 8 ngách 51 ngõ 207, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Chính chủ còn  1 phòng ở trương định cho thuê
Địa chỉ: số 8 ngách 51 ngõ 207 trương định
Phòng rộng 20m, vệ sinh khép kín,có cửa thoáng, có kệ bếp, bồn rửa bát bên trong phòng nên rất tiện cho ai thích nấu ăn
Phòng có điều hoà, nóng lạnh, giường, kệ để đồ
Tầng 4 của nhà có máy giặt và sân phơi rộng, nên các bạn rất tiện không phải lo giặt tay
Tầng 1 là chỗ để xe rộng, có camera
An ninh tuyệt đối đảm bảo, yên tĩnh để tối nghỉ ngơi học tập làm việc
Các bạn liên hệ mình trực tiếp hoặc nhắn zalo, xem nhà hoàn toàn miễn phí nhé"
2866,Tin cá nhân đăng 4 tuần trước,2 triệu/tháng- 20 m2,20 m²,"Số 10, ngách 16, ngõ 10, Đường Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội","Cho thuê phòng trọ khép kín.
Diện tích: 20m2
Giá: 2.000.000 đồng
Địa chỉ: Số 10, ngách 16 ngõ 10 Láng Hạ (sau khách sạn fortuna)
Liên hệ trực tiếp bác Đăng chủ nhà để biết thêm chi tiết: 0.9.1.3.3.8.2.2.0.3 (Vui lòng bỏ hết dấu chấm)."
2867,Tin môi giới đăng 4 tuần trước,"1,3 triệu/tháng- 15 m2",15 m²,"ngõ 273/55/6, Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","cho thuê Phòng trọ ngõ 273/55/6 phố Trần Cung giá chỉ từ 1,3-1,6tr 
phòng rộng 15-17m2 
khép kín an ninh tốt.
Phù hợp người đi làm, sinh viên thuê trọ.
điện 3,5K 1 số, nước 100K 1tháng"
2860,Tin môi giới đăng 4 tuần trước,"1,8 triệu/tháng- 16 m2",16 m²,"ngõ 165/22/6C, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","cho thuê phòng trọ trong nhà riêng 5 tầng.
ngõ 165/22/6C Dương Quảng Hàm
Giá thuê 1,8-2tr 1 phòng.
điện nước cáp nét đầy đủ.
An ninh tốt, đóng tiền tháng 1, cọc 1 tháng.
nhà gần phố Cầu Giấy và Nguyên, Khánh Toàn"
2868,Tin cá nhân đăng 4 tuần trước,3 triệu/tháng- 40 m2,40 m²,"Đường Tu Hoàng, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Cho thuê phòng cực kì phù hợp hộ gia đình hoặc nhóm sinh viên.
- Địa điểm: Ngõ80 xuân phương. cuối đường Trần Hữu Dưcj kéo dài. Đầu đường 70. Sát trường đh công nghiệp Hà Nội, Đh Đông Á, Trường FPT...
- Rất thuận tiện đi lại, chợ,
- Diện tích:40-45m2 1 ngủ 1 khách bếp rộng.
- Điện:3,5k/ số
- Dv: Thang máy+ giặt+ vệ sinh:100k
- Nước sạch 100%.100k
-Liên hệ e để xem nhà:0374 98 6696 Lan Anh."
2873,Tin cá nhân đăng 4 tuần trước,"2,7 triệu/tháng- 20 m2",20 m²,"Ngõ 9, Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội","CHÍNH CHỦ CHO THUÊ PHÒNG KHÔNG QUA TRUNG GIAN
PHÒNG KHÉP KÍN, SẠCH SẼ, ĐẦY ĐỦ GƯỜNG TỦ
CÓ NÓNG LẠNH, ĐIỀU HÒA 
AN NINH ĐẢM BẢO, YÊN TĨNH
PHÒNG CÓ CỬA SỔ, BAN CÔNG, PHÒNG THOÁNG MÁT"
